Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
30548145,CM_03,REGION,AFR,,,YEAR,1990,SEX,BTSX,,,,,,,1 006 378 [968 216-1 051 144],1006378,968216,1051144,,2023-02-16T07:30:12Z,1990,1990-01-01,1990-12-31
30548146,CM_03,REGION,AFR,,,YEAR,1991,SEX,BTSX,,,,,,,1 017 998 [979 050-1 063 023],1017998,979050,1063023,,2023-02-16T07:30:13Z,1991,1991-01-01,1991-12-31
30548147,CM_03,REGION,AFR,,,YEAR,1992,SEX,BTSX,,,,,,,1 030 565 [991 915-1 075 454],1030565,991915,1075454,,2023-02-16T07:30:13Z,1992,1992-01-01,1992-12-31
30548148,CM_03,REGION,AFR,,,YEAR,1993,SEX,BTSX,,,,,,,1 043 694 [1 004 816-1 089 046],1043694,1004816,1089046,,2023-02-16T07:30:13Z,1993,1993-01-01,1993-12-31
30548149,CM_03,REGION,AFR,,,YEAR,1994,SEX,BTSX,,,,,,,1 053 973 [1 014 695-1 099 569],1053973,1014695,1099569,,2023-02-16T07:30:13Z,1994,1994-01-01,1994-12-31
30548150,CM_03,REGION,AFR,,,YEAR,1995,SEX,BTSX,,,,,,,1 065 991 [1 025 995-1 111 723],1065991,1025995,1111723,,2023-02-16T07:30:13Z,1995,1995-01-01,1995-12-31
30548151,CM_03,REGION,AFR,,,YEAR,1996,SEX,BTSX,,,,,,,1 074 968 [1 034 309-1 120 911],1074968,1034309,1120911,,2023-02-16T07:30:13Z,1996,1996-01-01,1996-12-31
30548152,CM_03,REGION,AFR,,,YEAR,1997,SEX,BTSX,,,,,,,1 078 302 [1 038 134-1 123 966],1078302,1038134,1123966,,2023-02-16T07:30:13Z,1997,1997-01-01,1997-12-31
30548153,CM_03,REGION,AFR,,,YEAR,1998,SEX,BTSX,,,,,,,1 079 036 [1 038 745-1 124 362],1079036,1038745,1124362,,2023-02-16T07:30:13Z,1998,1998-01-01,1998-12-31
30548154,CM_03,REGION,AFR,,,YEAR,1999,SEX,BTSX,,,,,,,1 084 927 [1 044 705-1 130 985],1084927,1044705,1130985,,2023-02-16T07:30:13Z,1999,1999-01-01,1999-12-31
30548155,CM_03,REGION,AFR,,,YEAR,2000,SEX,BTSX,,,,,,,1 086 015 [1 045 939-1 132 681],1086015,1045939,1132681,,2023-02-16T07:30:13Z,2000,2000-01-01,2000-12-31
30548156,CM_03,REGION,AFR,,,YEAR,2001,SEX,BTSX,,,,,,,1 085 463 [1 045 377-1 131 957],1085463,1045377,1131957,,2023-02-16T07:30:13Z,2001,2001-01-01,2001-12-31
30548157,CM_03,REGION,AFR,,,YEAR,2002,SEX,BTSX,,,,,,,1 082 779 [1 042 426-1 129 387],1082779,1042426,1129387,,2023-02-16T07:30:13Z,2002,2002-01-01,2002-12-31
30548158,CM_03,REGION,AFR,,,YEAR,2003,SEX,BTSX,,,,,,,1 078 900 [1 038 467-1 125 192],1078900,1038467,1125192,,2023-02-16T07:30:13Z,2003,2003-01-01,2003-12-31
30548159,CM_03,REGION,AFR,,,YEAR,2004,SEX,BTSX,,,,,,,1 076 015 [1 035 696-1 122 673],1076015,1035696,1122673,,2023-02-16T07:30:13Z,2004,2004-01-01,2004-12-31
30548160,CM_03,REGION,AFR,,,YEAR,2005,SEX,BTSX,,,,,,,1 076 162 [1 036 144-1 122 878],1076162,1036144,1122878,,2023-02-16T07:30:13Z,2005,2005-01-01,2005-12-31
30548161,CM_03,REGION,AFR,,,YEAR,2006,SEX,BTSX,,,,,,,1 074 258 [1 033 806-1 121 393],1074258,1033806,1121393,,2023-02-16T07:30:13Z,2006,2006-01-01,2006-12-31
30548162,CM_03,REGION,AFR,,,YEAR,2007,SEX,BTSX,,,,,,,1 073 356 [1 032 448-1 121 912],1073356,1032448,1121912,,2023-02-16T07:30:13Z,2007,2007-01-01,2007-12-31
30548163,CM_03,REGION,AFR,,,YEAR,2008,SEX,BTSX,,,,,,,1 075 136 [1 032 747-1 124 871],1075136,1032747,1124871,,2023-02-16T07:30:13Z,2008,2008-01-01,2008-12-31
30548164,CM_03,REGION,AFR,,,YEAR,2009,SEX,BTSX,,,,,,,1 074 525 [1 030 612-1 126 542],1074525,1030612,1126542,,2023-02-16T07:30:13Z,2009,2009-01-01,2009-12-31
30548165,CM_03,REGION,AFR,,,YEAR,2010,SEX,BTSX,,,,,,,1 074 425 [1 028 809-1 129 177],1074425,1028809,1129177,,2023-02-16T07:30:13Z,2010,2010-01-01,2010-12-31
30548166,CM_03,REGION,AFR,,,YEAR,2011,SEX,BTSX,,,,,,,1 074 289 [1 026 287-1 133 276],1074289,1026287,1133276,,2023-02-16T07:30:13Z,2011,2011-01-01,2011-12-31
30548167,CM_03,REGION,AFR,,,YEAR,2012,SEX,BTSX,,,,,,,1 070 934 [1 020 345-1 135 705],1070934,1020345,1135705,,2023-02-16T07:30:13Z,2012,2012-01-01,2012-12-31
30548168,CM_03,REGION,AFR,,,YEAR,2013,SEX,BTSX,,,,,,,1 066 733 [1 012 103-1 138 062],1066733,1012103,1138062,,2023-02-16T07:30:13Z,2013,2013-01-01,2013-12-31
30548169,CM_03,REGION,AFR,,,YEAR,2014,SEX,BTSX,,,,,,,1 065 406 [1 006 461-1 145 144],1065406,1006461,1145144,,2023-02-16T07:30:13Z,2014,2014-01-01,2014-12-31
30548170,CM_03,REGION,AFR,,,YEAR,2015,SEX,BTSX,,,,,,,1 063 964 [1 001 411-1 153 515],1063964,1001411,1153515,,2023-02-16T07:30:13Z,2015,2015-01-01,2015-12-31
